Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
Determination of End. or Thr. Status for 7 Florida Scrub Plants; 52 FR 2227-2234	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1219.pdf' target='_blank'>Link</a>	1/21/87	52 FR 2227 2234	8	7	0	0	0	2	5	0	0	Chionanthus pygmaeus; Eryngium cuneifolium; Hypericum cumulicola; Paronychia chartacea; Polygonella basiramia; Prunus geniculata; Warea carteri	<a href='http://ecos.fws.gov/docs/federal_register/fr1219.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Serianthes nelsonii Merr. (Hayun Lagu or Tronkon Guafi); 52 FR 4907-4910	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1224.pdf' target='_blank'>Link</a>	2/18/87	52 FR 4907 4910	4	2	0	0	0	0	2	0	0	Serianthes nelsonii	<a href='http://ecos.fws.gov/docs/federal_register/fr1224.pdf' target='_blank'>FWS Link</a>	NA
Notice of Finding Determination of Winter Run Chinook Salmon as End. not Warranted at This Time; 52 FR 6041-6048	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1229.pdf' target='_blank'>Link</a>	2/27/87	52 FR 6041 6048	8	7	0	0	0	0	7	0	0	Oncorhynchus (=Salmo) tshawytscha	<a href='http://ecos.fws.gov/docs/federal_register/fr1229.pdf' target='_blank'>FWS Link</a>	NA
(Correction) Determination of End. Status for Serianthes nelsonii Merr. (Hayun Lagu or Tronkon Guafi); 52 FR 6651	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1232.pdf' target='_blank'>Link</a>	3/4/87	52 FR 6651	1	0	0	0	0	0	0	0	0	Serianthes nelsonii	<a href='http://ecos.fws.gov/docs/federal_register/fr1232.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Lesquerella pallida (White Bladderpod); 52 FR 7424-7426	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1234.pdf' target='_blank'>Link</a>	3/11/87	52 FR 7424 7426	3	5	0	0	0	1	3	1	0	Lesquerella pallida	<a href='http://ecos.fws.gov/docs/federal_register/fr1234.pdf' target='_blank'>FWS Link</a>	NA
"End. Status for Marshall's Mussel (Pleurobema marshalii), Curtus' Mussel (Pleurobema curtum), Judge Tait's Mussel (Pleurobema taitianum), Stirrup Shell (Quadrual stapes), & Penitent Mussel (Epioblasma (=Dysnomia) penita); 52 FR 11162-11169"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1241.pdf' target='_blank'>Link</a>	4/7/87	52 FR 11162 11169	8	12	0	0	0	0	6	4	2	Epioblasma penita; Pleurobema curtum; Pleurobema marshalli; Pleurobema taitianum; Quadrula stapes	<a href='http://ecos.fws.gov/docs/federal_register/fr1241.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Cambarus zophonastes; 52 FR 11170-11172	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1242.pdf' target='_blank'>Link</a>	4/7/87	52 FR 11170 11172	3	5	0	0	0	0	2	1	2	Cambarus zophonastes	<a href='http://ecos.fws.gov/docs/federal_register/fr1242.pdf' target='_blank'>FWS Link</a>	NA
Endangered Status for Lupinus aridorum (Scrub Lupine); 52 FR 11172-11175	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1243.pdf' target='_blank'>Link</a>	4/7/87	52 FR 11172 11175	4	1	0	0	0	0	1	0	0	Lupinus aridorum	<a href='http://ecos.fws.gov/docs/federal_register/fr1243.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status & Critical Hab. for Waccamaw Siverside; 52 FR 11277-11286	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1244.pdf' target='_blank'>Link</a>	4/8/87	52 FR 11277 11286	10	16	0	0	0	0	8	0	8	Menidia extensa	<a href='http://ecos.fws.gov/docs/federal_register/fr1244.pdf' target='_blank'>FWS Link</a>	NA
Determination of Threatened Status for Red Hills Salamander; 41 FR 53032 53034 (Phaeognathus hubrichti)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr125.pdf' target='_blank'>Link</a>	12/3/76	41 FR 53032 53034	3	3	0	0	0	0	3	0	0	Phaeognathus hubrichti	<a href='http://ecos.fws.gov/docs/federal_register/fr125.pdf' target='_blank'>FWS Link</a>	NA
End. Status for Warea amplexifolia (Wide-leaf Warea); 52 FR 15501-15505	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1254.pdf' target='_blank'>Link</a>	4/29/87	52 FR 15501 15505	5	2	0	0	0	0	2	0	0	Warea amplexifolia	<a href='http://ecos.fws.gov/docs/federal_register/fr1254.pdf' target='_blank'>FWS Link</a>	NA
Thr. Status for Florida Scrub Jay; 52 FR 20715-20719	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1261.pdf' target='_blank'>Link</a>	6/3/87	52 FR 20715 20719	5	4	0	0	0	0	4	0	0	Aphelocoma coerulescens	<a href='http://ecos.fws.gov/docs/federal_register/fr1261.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Mount Graham Red Squirrel; 52 FR 20994- 20999	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1262.pdf' target='_blank'>Link</a>	6/3/87	52 FR 20994 20999	6	6	0	0	0	0	6	0	0	Tamiasciurus hudsonicus grahamensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1262.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Trifolium stoloniferum (Running Buffalo Clover); 52 FR 21478-21481	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1265.pdf' target='_blank'>Link</a>	6/5/87	52 FR 21478 21481	4	5	0	0	0	2	3	0	0	Trifolium stoloniferum	<a href='http://ecos.fws.gov/docs/federal_register/fr1265.pdf' target='_blank'>FWS Link</a>	NA
Determination of Astragalus robbinsii var. jesupi (Jesup's Milk-vetch) to be End. Species; 52 FR 21481-21484	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1266.pdf' target='_blank'>Link</a>	6/5/87	52 FR 21481 21484	4	5	0	0	0	1	3	1	0	Astragalus robbinsii var. jesupi	<a href='http://ecos.fws.gov/docs/federal_register/fr1266.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Flattened Musk Turtle (Sternotherus depressus); 52 FR 224__?	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1268.pdf' target='_blank'>Link</a>	6/11/87	52 FR 2242? 2243?	13	23	0	0	0	0	11	7	5	Sternotherus depressus	<a href='http://ecos.fws.gov/docs/federal_register/fr1268.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Species Status for Blackside Dace; 52 FR 22580- 22585	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1269.pdf' target='_blank'>Link</a>	6/12/87	52 FR 22580 22585	6	7	0	0	0	0	4	1	2	Phoxinus cumberlandensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1269.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Lysimachia asperulaefolia; 52 FR 22585- 22589	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1270.pdf' target='_blank'>Link</a>	6/12/87	52 FR 22585 22589	5	4	0	0	0	0	4	0	0	Lysimachia asperulaefolia	<a href='http://ecos.fws.gov/docs/federal_register/fr1270.pdf' target='_blank'>FWS Link</a>	NA
Thr. Status for Geocarpon minimum; 52 FR 22930-22933	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1271.pdf' target='_blank'>Link</a>	6/16/87	52 FR 22930 22933	4	4	0	0	1	1	2	0	0	Geocarpon minimum	<a href='http://ecos.fws.gov/docs/federal_register/fr1271.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Cirsium vinaceum (Sacramento Mountain Thistle) to be Thr. Species; 52 FR 22933-22936	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1272.pdf' target='_blank'>Link</a>	6/16/87	52 FR 22933 22936	4	0	0	0	0	0	0	0	0	Cirsium vinaceum	<a href='http://ecos.fws.gov/docs/federal_register/fr1272.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Cyathea dopteroides & Ilex cookii; 52 FR 22936-22939	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1273.pdf' target='_blank'>Link</a>	6/16/87	52 FR 22936 22939	4	3	0	0	0	1	2	0	0	Cyathea dryopteroides; Ilex cookii	<a href='http://ecos.fws.gov/docs/federal_register/fr1273.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Alabama Red-bellied Turtle; 52 FR 22939- 22943	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1274.pdf' target='_blank'>Link</a>	6/16/87	52 FR 22939 22943	4	2	0	0	0	0	2	0	0	Pseudemys alabamensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1274.pdf' target='_blank'>FWS Link</a>	NA
Findings on Pending Petitions & Description of Progress on Listing Actions; 52 FR 24312-24314	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1281.pdf' target='_blank'>Link</a>	6/30/87	52 FR 24312 24314	3	0	0	0	0	0	0	0	0	Accipiter striatus venator; Boloria acrocnema; Buteo platypterus brunnescens; Gammarus acherondytes; Gammarus desperatus; Gammarus hyalleloides; Gammarus pecos; Palaemonetes cummingi; Palaemonias alabamae; Percina rex; Physa natricina; Stygobromus (=Stygonectes) pecki; Taylorconcha serpenticola; Zosterops rotensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1281.pdf' target='_blank'>FWS Link</a>	NA
Thr. Status for Florida Population of Audubon's Crested Caracara; 52 FR 25229-25232	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1283.pdf' target='_blank'>Link</a>	7/6/87	52 FR 25229 25232	4	4	0	0	0	0	4	0	0	Polyborus plancus audubonii	<a href='http://ecos.fws.gov/docs/federal_register/fr1283.pdf' target='_blank'>FWS Link</a>	NA
Thr. Status for Cirsium pitcheri; 52 FR 27229-27232	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1301.pdf' target='_blank'>Link</a>	7/20/87	52 FR 27229 27232	4	5	0	0	0	2	3	0	0	Cirsium pitcheri	<a href='http://ecos.fws.gov/docs/federal_register/fr1301.pdf' target='_blank'>FWS Link</a>	NA
Detemination of Thr. Status & Crit. Hab. Designation for Inyo Brown Towhee; 52 FR 28780-28786	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1306.pdf' target='_blank'>Link</a>	8/3/87	52 FR 28780 28786	7	13	4	0	2	2	5	0	0	Pipilo crissalis eremophilus	<a href='http://ecos.fws.gov/docs/federal_register/fr1306.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Puerto Rican Crested Toad; 52 FR 28828- 28831	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1308.pdf' target='_blank'>Link</a>	8/4/87	52 FR 28828 28831	4	3	0	0	0	0	3	0	0	Peltophryne lemur	<a href='http://ecos.fws.gov/docs/federal_register/fr1308.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Penstemon haydenii (Blowout Penstemon) to be End. Species; 52 FR 32926-32929	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1317.pdf' target='_blank'>Link</a>	9/1/87	52 FR 32926 32929	4	3	0	0	0	0	3	0	0	Penstemon haydenii	<a href='http://ecos.fws.gov/docs/federal_register/fr1317.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Pediocactus despainii (San Rafael Cactus); 52 FR 34914-34917	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1323.pdf' target='_blank'>Link</a>	9/16/87	52 FR 34914 34917	4	7	2	0	1	1	3	0	0	Pediocactus despainii	<a href='http://ecos.fws.gov/docs/federal_register/fr1323.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Lepidomeda vittata (Little Colorado Spinedace) to be Thr. Species w/ Crit. Hab.; 52 FR 35034-35041	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1325.pdf' target='_blank'>Link</a>	9/16/87	52 FR 35034 35041	8	11	2	0	0	0	8	1	0	Lepidomeda vittata	<a href='http://ecos.fws.gov/docs/federal_register/fr1325.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Bay Checkerspot Butterfly (Euphydryas editha bayensis); 52 FR 35366-35378	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1327.pdf' target='_blank'>Link</a>	9/18/87	52 FR 35366 35378	13	12	2	0	0	0	10	0	0	Euphydryas editha bayensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1327.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Species Status & Designation of Crit. Hab. for Cape Fear Shiner; 52 FR 36034-36039	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1330.pdf' target='_blank'>Link</a>	9/25/87	52 FR 36034 36039	6	5	0	0	0	0	4	0	1	Notropis mekistocholas	<a href='http://ecos.fws.gov/docs/federal_register/fr1330.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Pawnee Montane Skipper (Hesperia leonardus montana) to be Thr. Species; 52 FR 36176-36180	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1331.pdf' target='_blank'>Link</a>	9/25/87	52 FR 36176 36180	5	6	0	0	0	1	5	0	0	Hesperia leonardus montana	<a href='http://ecos.fws.gov/docs/federal_register/fr1331.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Hualapai Vole; 52 FR 36776-36780	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1334.pdf' target='_blank'>Link</a>	10/1/87	52 FR 36776 36780	5	9	2	0	2	1	4	0	0	Microtus mexicanus hualpaiensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1334.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Glaucocarpum suffrutescens (Toad-flax Cress) to be End. Species; 52 FR 37416-37419	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1337.pdf' target='_blank'>Link</a>	10/6/87	52 FR 37416 37420	5	8	2	1	1	0	4	0	0	Schoenocrambe suffrutescens	<a href='http://ecos.fws.gov/docs/federal_register/fr1337.pdf' target='_blank'>FWS Link</a>	NA
Determination of Black-capped Vireo to be End. Species; 52 FR 37420-37423	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1338.pdf' target='_blank'>Link</a>	10/6/87	52 FR 37420 37423	4	8	0	1	2	1	4	0	0	Vireo atricapilla	<a href='http://ecos.fws.gov/docs/federal_register/fr1338.pdf' target='_blank'>FWS Link</a>	NA
Final Rule Determining Asclepias welshii (Welsh's Milkweed) to be Thr. Species w/ Crit. Hab.; 52 FR 41435-41441	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1345.pdf' target='_blank'>Link</a>	10/28/87	52 FR 41435 41441	7	9	4	0	1	0	4	0	0	Asclepias welshii	<a href='http://ecos.fws.gov/docs/federal_register/fr1345.pdf' target='_blank'>FWS Link</a>	NA
Determination of Endangered and Threatened Status for 2 Populations of Roseate Tern; 52 FR 42064-42068	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1346.pdf' target='_blank'>Link</a>	11/2/87	52 FR 42064 42068	5	4	0	0	0	0	4	0	0	Sterna dougallii dougallii	<a href='http://ecos.fws.gov/docs/federal_register/fr1346.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Bonamia grandiflora (Florida Bonamia); 52 FR 42068-42071	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1347.pdf' target='_blank'>Link</a>	11/2/87	52 FR 42068 42071	4	5	0	0	0	1	4	0	0	Bonamia grandiflora	<a href='http://ecos.fws.gov/docs/federal_register/fr1347.pdf' target='_blank'>FWS Link</a>	NA
Final Rule to Determine Astragalus montii (Heliotrope Milkvetch) to be Thr. Species w/ Designation of Crit. Hab.; 52 FR 42652-42657	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1348.pdf' target='_blank'>Link</a>	11/6/87	52 FR 42652 42657	6	8	1	2	1	1	3	0	0	Astragalus montii	<a href='http://ecos.fws.gov/docs/federal_register/fr1348.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for 2 Florida Lizards; 52 FR 42658-42662	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1349.pdf' target='_blank'>Link</a>	11/6/87	52 FR 42658 42662	5	4	0	0	0	0	4	0	0	Eumeces egregius lividus; Neoseps reynoldsi	<a href='http://ecos.fws.gov/docs/federal_register/fr1349.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Liatris helleri; 52 FR 44397-44401	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1352.pdf' target='_blank'>Link</a>	11/19/87	52 FR 44397 44401	5	3	0	0	0	2	1	0	0	Liatris helleri	<a href='http://ecos.fws.gov/docs/federal_register/fr1352.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Stephen's Kangaroo Rat; 52 FR 44453- 44456	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1354.pdf' target='_blank'>Link</a>	11/19/87	52 FR 44453 44456	4	3	0	0	0	0	3	0	0	Dipodomys stephensi (incl. D. cascus)	<a href='http://ecos.fws.gov/docs/federal_register/fr1354.pdf' target='_blank'>FWS Link</a>	NA
Determination of Endangered Status for Crescentia Portoricensis	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1363.pdf' target='_blank'>Link</a>	12/4/87	52 FR 46085 46087	3	0	0	0	0	0	0	0	0	Crescentia portoricensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1363.pdf' target='_blank'>FWS Link</a>	NA
Final Determination of Endangered Status and Critical Habitat for St. Croix Ground Lizard; 42 FR 28543 28545 (Ameiva polops)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr138.pdf' target='_blank'>Link</a>	6/3/77	42 FR 28543 28545	3	1	0	0	0	0	1	0	0	Ameiva polops	<a href='http://ecos.fws.gov/docs/federal_register/fr138.pdf' target='_blank'>FWS Link</a>	NA
End. or Thr. Status for 3 Granite Outcrop Plants; 53 FR 3560-3565	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1389.pdf' target='_blank'>Link</a>	2/5/88	53 FR 3560 3565	6	8	0	0	2	1	5	0	0	Amphianthus pusillus; Isoetes melanospora; Isoetes tegetiformans	<a href='http://ecos.fws.gov/docs/federal_register/fr1389.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Plant Trichilia triacantha (Bariaco); 53 FR 3565-3567	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1390.pdf' target='_blank'>Link</a>	2/5/88	53 FR 3565 3567	3	2	0	0	0	0	2	0	0	Trichilia triacantha	<a href='http://ecos.fws.gov/docs/federal_register/fr1390.pdf' target='_blank'>FWS Link</a>	NA
Final End. Status for Louisiana Pearlshell (Margaritifera hembeli); 53 FR 3567-3570	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1391.pdf' target='_blank'>Link</a>	2/5/88	53 FR 3567 3570	4	4	0	0	0	0	3	1	0	Margaritifera hembeli	<a href='http://ecos.fws.gov/docs/federal_register/fr1391.pdf' target='_blank'>FWS Link</a>	NA
"Determination of End. Status for Polystichum aleuticum, 53 FR 4626-4630"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1393.pdf' target='_blank'>Link</a>	2/17/88	53 FR 4626 4630	5	5	0	0	0	2	3	0	0	Polystichum aleuticum	<a href='http://ecos.fws.gov/docs/federal_register/fr1393.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Relict Trillium; 53 FR 10879-10884	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1409.pdf' target='_blank'>Link</a>	4/4/88	53 FR 10879 10884	6	8	1	0	3	1	3	0	0	Trillium reliquum	<a href='http://ecos.fws.gov/docs/federal_register/fr1409.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Cornutia obovata (Palo de Nigua); 53 FR 11610-11612	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1411.pdf' target='_blank'>Link</a>	4/7/88	53 FR 11610 11612	3	1	0	0	0	0	1	0	0	Cornutia obovata	<a href='http://ecos.fws.gov/docs/federal_register/fr1411.pdf' target='_blank'>FWS Link</a>	NA
Determination of Extended Crit. Hab. of Hawaiian Monk Seal; 53 FR 18998	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1424.pdf' target='_blank'>Link</a>	5/26/88	53 FR 18998	11	1	0	0	0	0	1	0	0	Monachus schauinslandi	<a href='http://ecos.fws.gov/docs/federal_register/fr1424.pdf' target='_blank'>FWS Link</a>	NA
Determination of End. Status for Plant Daphnopsis hellerana; 53 FR 23740	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1429.pdf' target='_blank'>Link</a>	6/23/88	53 FR 23740 23742	3	1	0	0	0	0	1	0	0	Daphnopsis hellerana	<a href='http://ecos.fws.gov/docs/federal_register/fr1429.pdf' target='_blank'>FWS Link</a>	NA
Determination of Thr. Status for Hymenoxys acaulis var. glabra (Lakeside Daisy); 53 FR 23742-23745	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1430.pdf' target='_blank'>Link</a>	6/23/88	53 FR 23742 23745	4	4	0	0	0	0	4	0	0	Hymenoxys herbacea	<a href='http://ecos.fws.gov/docs/federal_register/fr1430.pdf' target='_blank'>FWS Link</a>	NA
